slr_id,title,doi,source_type,exclusion_reason,exclusion_detail,date_excluded
8fccc6cb2db6,Quantum on the MONEY,,industry-report,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
90c55cffbb52,Hybrid quantum–cloud framework for nonlinear clustering optimization and intelligent resource management,10.31838/rna/2025.08.03.007,peer-reviewed-empirical,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
9170a0c2d3a2,The effects of quantum hardware properties on the performances of variational quantum learning algorithms,10.1007/s42484-024-00144-5,peer-reviewed-empirical,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
91d09b729085,Backtesting Quantum Computing Algorithms for Portfolio Optimization,10.1109/tqe.2023.3337328,peer-reviewed-empirical,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
93ff9980959f,Approaching Collateral Optimization for NISQ and Quantum-Inspired Computing,10.1109/TQE.2020.DOI,preprint,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
946a6e1b2725,Synergizing Quantum Computing and Machine Learning: A Pathway Toward Quantum-Enhanced Intelligence,10.62411/jimat.v2i1.12947,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
94dbaa0bc6b4,Fundamental theorem for quantum asset pricing,,preprint,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
95a7b64bceac,Quantum Computing for Advanced Market Forecasting and Risk Management in Financial Services,10.1109/icmctc62214.2025.11196584,conference-paper,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
9636cfb13bd3,A Quantum Model for Constrained Markowitz Modern Portfolio Using Slack Variables to Process Mixed-Binary Optimization under QAOA,10.1007/s42484-025-00330-z,preprint,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
963ca4c12a61,Quantum Risk Modeling Redefining Actuarial Science with Quantum Algorithms,10.64206/8xz2pv42,peer-reviewed-empirical,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
976207a6400b,From Theory to Reality: Tracing the Milestones of Quantum Information Systems,10.1145/3723178.3723269,conference-paper,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
980d054544f5,Model Analysis and Application of Quantum Computers in Credit Scoring Card Combination Optimization,10.1109/DDCLS61622.2024.10606854,conference-paper,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
993b4e035b55,Hybrid Quantum–Classical Machine Learning Architectures for Scalable Pattern Recognition in High-Dimensional and Noisy Data Environments,10.62802/sptecp98,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
99e391ee5e85,Toward Quantum Utility in Finance: A Robust Data-Driven Algorithm for Asset Clustering,,conference-paper,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
9abc38e76aec,Quantum Computing and Its Implications for Theoretical and Applied Economics: From Shor’s Algorithm to Models of Uncertainty,https://doi.org/10.63711/ijdr.net20250401,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
9ac554cf64c4,Research on Quantum Computing Technology and Application,,conference-paper,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
9b3837c81545,Portfolio Management Using Market Graph and Reinforcement Learning,,other,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
9bc9b29fc6af,Hybrid LLM and Higher-Order Quantum Approximate Optimization for CSA Collateral Management,10.48550/arXiv.2510.26217,preprint,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
9be7c1fe15c2,Advancing Stock Price Prediction and Algorithmic Trading: Quantum Machine Learning for High-Frequency Optimization,10.54392/irjmt26114,peer-reviewed-empirical,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
9d21f2dbc900,Hybrid Heuristic Algorithms for Adiabatic Quantum Machine Learning Models,,peer-reviewed-empirical,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
9ecabb9df454,Quantum Risk Modeling: Theoretical Frameworks for Financial Uncertainty Quantification,10.26434/chemrxiv-2025-52tpl,preprint,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
9ece39a58632,Quantum Computing for Sustainable Energy: Optimising SDG-7 Through Smart Energy Management and Financial Planning,10.1109/CMSS66566.2025.11182548,conference-paper,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
9ee4aaf0f745,Quantum Advantage for Multi-option Portfolio Pricing and Valuation Adjustments,,preprint,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
a0d2cf9e49bf,Leveraging Distributed Quantum Computing for Effective Optimization Solutions,10.1109/ICCCNT61001.2024.10724468,conference-paper,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
a0e970f7273f,An evolving objective function for improved variational quantum optimisation,10.48550/arxiv.2105.11766,preprint,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
a426a8634e23,Analyzing Perceptron Algorithm for Global Gold Price Prediction using Quantum Computing Approach,10.22219/kinetik.v10i1.2024,peer-reviewed-empirical,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
a4cb146201fc,Quantum propensity in economics,,preprint,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
a75f8f16f267,"Quantum Machine Learning for Financial Forecasting and Portfolio Optimization: Algorithms, Applications, and Future Prospects",,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
a7b3e49448d1,A Comprehensive Review of the Convergence of Quantum Computing and Finance,10.1109/AISummit66170.2025.11411648,conference-paper,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
a8b9f6b19702,A Comprehensive Survey of Modern Portfolio Optimization: From Traditional Risk Analysis to Advanced Analytics and Machine Learning Approaches,10.54254/2754-1169/166/2025.21140,conference-paper,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
aa0f8200d68f,A Hybrid Quantum-Classical Framework for Solving Np-Hard Optimization Problems,,peer-reviewed-empirical,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
ac9a031452bb,Hybrid Quantum Classical Intelligence for Business: A Reference Architecture for Predictive Analytics and Decision Optimization,10.56975/jaafr.v3i12.501605,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
acc55c7d6a2a,Quantum Computing Approaches to Portfolio Optimization Under Risk and Market Uncertainty,10.62802/h0w3vm29,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
add09b8c5e11,Q-PORT: Quantum Portfolio Optimization with Resource-Efficient Encoding and Scalability Analysis,10.1007/978-3-032-13852-1_34,conference-paper,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
b0f18b08964e,Quantum computing and financial risk management: A theoretical review and implications,10.51594/csitrj.v5i6.1194,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
b1450afbccd7,Quantum-Driven Financial Decision-Making Models for Management Science and Strategic Planning,10.62802/xeqr0963,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
b17e753ba135,Quantum Computing in Community Detection for Anti-Fraud Applications,10.3390/e26121026,peer-reviewed-empirical,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
b193d72aab07,Towards an Efficiently Simulated Quantum Approximate Optimisation,10.1109/FUZZ62266.2025.11152265,conference-paper,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
b1bdaa2bbbb8,Classification of topological quantum matter with symmetries,,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
b58f4a78e015,Q-CHOP: Quantum constrained Hamiltonian optimization,,preprint,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
b7c9696b8ffc,Quantum Adversarial Learning in Emulation of Monte-Carlo Methods for Max-cut Approximation: QAOA is not optimal,,preprint,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
b8057faa8a23,Exponentially Improved Constant in Quantum Solution Extraction,,preprint,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
b97e7f0690c5,A Quantum Circuit Design for Quantum Portfolio Optimization Problem,10.1109/itc-cscc62988.2024.10628188,conference-paper,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
ba9b439040f0,Quantum Algorithms for Portfolio Optimization in Finance,10.62802/krgj1w70,peer-reviewed-theoretical,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
bbd82caa4d1f,Quantum Computing Drives Innovation in Business Intelligence Across Marketing and Finance through Systematic Review and Strategic Foresight,https://doi.org/10.14419/803cts61,review-article,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
bbf0e3662d3c,A Practitioner’s Guide to Quantum Algorithms for Optimisation Problems,,preprint,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
bc172c83a778,"Quantum algorithms for solving optimization problems in logistics, finance, and material science",,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
bc7abe57bcdd,Decoding Stock Market Behavior with the Topological Quantum Computer,,preprint,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
c0182e500e61,Quantum algorithms for Monte Carlo integration using pseudo-random numbers,10.1109/QCE52317.2021.00075,conference-paper,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
c034ac9211c2,Generation of Classical-Quantum Code from UML models,10.1109/QCE57702.2023.10202,conference-paper,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
c368d34620bf,Credit Card Fraud Detection Using Machine Learning Based on Support Vector Machine,,conference-paper,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
c4e919f71785,Quantum Algorithms for Mixed Binary Optimization applied to Transaction Settlement,10.1109/TQE.2021.3063635,peer-reviewed-empirical,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
c50cff63fd9e,Bridging Quantum Algorithms and Classical Finance: Portfolio Optimization Using QAOA and QUBO Framework,10.1109/UPWIECON67212.2025.11390104,conference-paper,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
c5fa20e739f7,Improving the trainability of VQE on NISQ computers for solving portfolio optimization using convex interpolation,10.48550/arxiv.2407.05589,preprint,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
c60694a1e2ed,Quantum Machine Learning For Credit Risk: A Next-Generation Approach To Risk Assessment,10.63278/jicrcr.vi.3419,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
c7451962353b,QUANTUM COMPUTING IN FINANCIAL RISK MANAGEMENT AND PORTFOLIO OPTIMIZATION: A Hybrid Quantum–Classical Framework,,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
c784a08e2043,Industry applications of neutral-atom quantum computing solving independent set problems,,preprint,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
c91a2002db67,Quantum King-Ring Domination in Chess: A QAOA Approach,,preprint,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
c950657aa481,Quantum Testing of Recommender Algorithms on GPU-Based Quantum Simulators,10.3390/computers14040137,peer-reviewed-empirical,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
ca17c4baa8d1,Quantum Finance: Exploring the Implications of Quantum Computing on Financial Models,10.1007/s10614-025-10894-4,review-article,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
cad7df42e483,Quantum Machine Learning Algorithms for Complex Optimization Problems,,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
cd5dc35d5f39,Fraud detection in credit card transactions using Quantum-Assisted Restricted Boltzmann Machines,,preprint,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
cd6d281e7994,"Quantum Computing and Entrepreneurial Innovation: Opportunities, Disruption, and Ethics",10.62802/4mjhs818,peer-reviewed-theoretical,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
cde1c896dc3c,Quantum Machine Learning for Finance,,preprint,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
cfc22a0f0b6b,A new time-series model based on quantum walk,,preprint,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
d0568e395fbf,A review of different techniques and challenges of quantum computing in various applications,https://doi.org/10.1515/9783110798159-011,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
d169bf320747,Multiclass Portfolio Optimization via Variational Quantum Eigensolver with Dicke State Ansatz,10.48550/arxiv.2508.13954,preprint,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
d18096ef8f4c,Financial Portfolio Optimization: a QUBO Formulation for Sharpe Ratio Maximization,,preprint,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
d21bf4bb49f1,Quantum in Consumer Technology,10.1109/MCE.2023.3249402,other,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
d28e11e1f8b0,A Testing Pipeline for Quantum Computing Applications,10.1109/QSW59989.2023.00016,conference-paper,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
d3580aed27bb,Advancing Financial Decision-Making through Quantum Computing and Cloud-Based AI Models: A Comparative Analysis of Predictive Algorithms,,industry-whitepaper,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
d388ccd2fff8,A Hybrid Quantum–Classical LSTM Approach for Predicting the Stock Market,10.1007/978-3-031-99786-0_4,review-article,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
d7449b1ba0c5,Improving Credit Card Transaction Fraud Detection Using CVQBoosting,10.5220/0014628400004052,conference-paper,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
d76ce1e8a91b,Quantum Computational Finance: Quantum Algorithm for Portfolio Optimization,10.1007/s13218-024-00870-9,preprint,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
dc60950e60b9,"Quantum Computing’s Role in Finance, Consumer Behaviour, Blockchain, Digital Marketing, Stock Market Predictions",https://doi.org/10.1007/978-3-032-00586-1,review-article,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
dd846d58c0b9,Transfer learning of optimal QAOA parameters in combinatorial optimization,10.48550/arxiv.2402.05549,preprint,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
dda6a6312022,Quantum Computing Meets Finance,10.1103/Physics.18.154,other,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
dfd464e83103,Omnisolver: An extensible interface to Ising spin–glass and QUBO solvers,10.1016/j.softx.2023.101559,peer-reviewed-empirical,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
dfef8f5777bb,Advancing Computational Efficiency with Quantum Annealing in Complex Optimization Across Scientific Domains,10.1109/ICAIT61638.2024.10690486,conference-paper,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
e0a04002122e,QAOA-based MRMR Algorithm for Feature Selection,10.1145/3603273.3631193,conference-paper,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
e1ab375ffe44,Improving Variational Quantum Optimization using CVaR,,preprint,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
e36d3ea67d07,Quantum-Enhanced Probabilistic Databases: A Novel Framework for Real-Time Decision Support Systems in High-Dimensional Uncertainty Modeling,10.1109/ICMCTC62214.2025.11196710,conference-paper,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
e3ccb8cc6354,Pricing multi-asset derivatives by finite difference method on a quantum computer,10.48550/arxiv.2109.12896,preprint,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
e3f0d48b8da0,Quantum Cybersecurity for the Financial Sector,10.62802/p9hhgn28,peer-reviewed-theoretical,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
e3f607c31738,Quantum Portfolio Optimization with Investment Bands and Target Volatility,,preprint,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
e513378d8c92,"AI, Data Science, and Quantum Neural Networks in E-Commerce: Methods, Applications, Risks, and a Research Roadmap",,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
e667225d4f3c,ADVANCING FINANCIAL PREDICTION THROUGH QUANTUM MACHINE LEARNING,10.55640/ijidml-v02i02-01,review-article,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
e6ece474516c,Warm-starting quantum optimization,10.22331/q-2021-06-17-479,preprint,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
e71143fc75ea,Quantum Optimization of Currency Arbitrage via Graph-Informed Entanglement Strategies,10.1145/3768292.3770352,conference-paper,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
e7e84a5252aa,Quantum computing approach to realistic ESG-friendly stock portfolios,,preprint,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
e8140e32d73c,Solving Large-Scale Linear Systems of Equations by a Quantum Hybrid Algorithm,,peer-reviewed-theoretical,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
e82f44de737a,Application of quantum computing algorithms for optimization of tactical asset allocation in portfolio management,,industry-whitepaper,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
e8b9674d7c5e,Driving Operational Efficiency in Finance Through Strategic Automation and Process Optimization,10.32996/jcsts.2025.7.7.105,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
e9e49c657667,Scenario-Based Macroeconomic and Financial Forecasting Using Quantum-Enhanced Models,10.62802/zacbaj90,peer-reviewed-theoretical,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
ea3050e19cb2,Unveiling intelligence: exploring variational quantum circuits as machine learning models,https://doi.org/10.1515/9783111342276-011,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
ebc4087b5ca1,Quantum-Resistant Artificial Intelligence and Machine Learning Architectures for Secure Mortgage and Banking Intelligence Systems,,other,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
ecd17525083d,Quantum Approximate Optimization Algorithm for Large-Scale Portfolio Selection with Multi-Factor Constraints,10.62802/xce3gn85,peer-reviewed-theoretical,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
ed02e34c2236,Quantum Computing: A Beginner's Guide To Future Processing,https://doi.org/10.5281/zenodo.18919206,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
ed0de8d44eff,Quantum Thinking in Finance,10.58445/rars.3542,preprint,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
eedf4aad8fda,A Survey on Quantum Computational Finance for Derivatives Pricing and VaR,10.1007/s11831-022-09732-9,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
ef887b17024e,Unveiling Advanced Computational Applications in Quantum Computing: A Comprehensive Review,,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
ef99551dab0f,NExt ApplicationS of Quantum Computing — D5.1: Review of state-of-the-art for Pricing and Computation of VaR,,technical-report,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
ef9db5fc8faa,Reinforcement Learning Meets Quantum Optimization: A New Paradigm for Dynamic Portfolio Management,10.64206/yk0c9a08,preprint,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
f054252b17db,Adaptive AI and quantum computing for real-time financial fraud detection and cyber-attack prevention in U.S. healthcare,10.30574/wjarr.2025.26.2.1767,peer-reviewed-empirical,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
f1cdc4d681b5,Unraveling the Effect of COVID-19 on the Selection of Optimal Portfolio Using Hybrid Quantum-Classical Algorithms,10.1109/qce53715.2022.00154,conference-paper,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
f20042024dc6,The Potential of Quantum Techniques for Stock Price Prediction,10.48550/arxiv.2308.13642,preprint,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
f2dee5528891,Exploring Quantum Computing Algorithms for Optimization Problems,,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
f362fd204c2b,Hybrid Classical-Quantum Generative Algorithms for Financial Modelling and Prediction,10.1109/ic363308.2025.10956507,conference-paper,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
f3998e794c14,A Review on High-Frequency Trading Forecasting Methods: Opportunity and Challenges for Quantum Based Method,10.1109/ACCESS.2024.3418458,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
f3cb59fe38ac,Utilizing Graph Neural Networks (GNN) in Quantum-Natural Language Processing (Q-NLP) for Risk Management in Banking Sector: A Novel Approach,https://doi.org/10.1007/978-3-031-88538-9_6,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
f407c516e84f,Hybrid quantum-classical optimization for financial index tracking,10.48550/arxiv.2008.12050,preprint,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
f4883fc328d4,Error-Resilient Quantum Machine Learning for Real-World Optimization Problems in Finance and Supply Chain Networks,10.15408/inprime.v7i1.44960,peer-reviewed-empirical,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
f4e582f59d68,Benchmarking Quantum Models for Time-series Forecasting,10.48550/arxiv.2412.13878,preprint,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
f6c404e63d0f,Solving Subset Sum Problems using Quantum Inspired Optimization Algorithms with Applications in Auditing and Financial Data Analysis,,conference-paper,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
f792c5e92b0c,Prospects and challenges of quantum finance,,preprint,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
f85bdc99d9eb,Quantum computing for finance,,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
f8669d109a5f,Quantum Computing-The Underlying Principle Behind it,10.33889/PMSL.2025.4.2.020,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
f88bb4cc0c22,Systematic Review on the Influence of Classical and Quantum Machine Learning in the Financial Sector,https://doi.org/10.1016/j.dsm.2026.01.001,review-article,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
fbec16f60f72,Exponential Improvement on Asian Option Pricing Through Quantum Preconditioning Methods,10.48550/arxiv.2501.15614,preprint,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
fc82cb4fddfa,Quadratic Unconstrained Binary Optimization Approach for Incorporating Solvency Capital into Portfolio Optimization,10.3390/risks12020023,peer-reviewed-empirical,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
fd31c17753a0,Financial fraud detection using a hybrid deep belief network and quantum optimization approach,10.1007/s42452-025-06999-y,peer-reviewed-empirical,scope_out,methodology_tags=['quantum-annealing-qubo'],2026-04-28
ff9ec9ec394a,Advancements in Quantum Computing and Information Science,,review-article,no_quantitative_results,P2 flagged no_quantitative_results,2026-04-28
